SBS1	0.113278746014354
SBS2	0
SBS3	0
SBS4	0
SBS5	0.270814895220469
SBS6	0.0321730354013956
SBS7	0.0279592205680792
SBS8	0.257891577964246
SBS9	0
SBS10	0
SBS11	0
SBS12	0
SBS13	0.00192666375642224
SBS14	0
SBS15	0
SBS16	0.0060973975543744
SBS17	0
SBS18	0
SBS19	0
SBS20	0
SBS21	0.00899720501193083
SBS22	0
SBS23	0
SBS24	0
SBS25	0
SBS26	0
SBS28	0
SBS29	0.018679576849379
SBS30	0.0481302053706578
SBS31	0
SBS32	0.0361332191017207
SBS33	0
SBS34	0.00614881817781333
SBS35	0
SBS36	0
SBS37	0.0488006835094539
SBS38	0
SBS39	0.00942497799037828
SBS40	0
SBS41	0
SBS42	0
SBS44	0.00244907474529444
SBS84	0
SBS85	0.0200499763705859
SBS86	0.00920194574132865
SBS87	0.000283197441996324
SBS88	0.0134994316238193
SBS89	0.06007997056534
SBS90	0
SBS91	0.00411509463106925
SBS92	0
SBS93	0.0038650863898925
SBS94	0
DBS1	0
DBS2	0.202150709942471
DBS3	0.0301328715647326
DBS4	0.0893829425043118
DBS5	0
DBS6	0.305470661112026
DBS7	0.0155589389217197
DBS8	0
DBS9	0.340729508640786
DBS10	0.000930171134460109
DBS11	0.0156441961794927
ID1	0.0310045551819144
ID2	0.0396063570909417
ID3	0.0942794606894207
ID4	0.0519805068626946
ID5	0.103124473991943
ID6	0
ID7	0
ID8	0.263078118253399
ID9	0.222726314417012
ID10	0.0987143298582895
ID11	0.0300638389121805
ID12	0.0342498456224769
ID13	0.0211362887028303
ID14	0.0100359104168976
ID18	0
