SBS1	0.0659883296900978
SBS2	0.040497068724517
SBS3	0
SBS4	0
SBS5	0.02095571395053
SBS6	0
SBS7	0.335329799623318
SBS8	0.0227122767492396
SBS9	0
SBS10	0.000264395671956915
SBS11	0.0331436988645938
SBS12	0
SBS13	0.0131712872679884
SBS14	0
SBS15	0.0286475919608319
SBS16	0.0156610183890174
SBS17	0.00231709160772398
SBS18	0.0328026159784434
SBS19	0
SBS20	0
SBS21	0.0123611081885815
SBS22	0
SBS23	0
SBS24	0.00507131905531172
SBS25	0
SBS26	0.0170402657685212
SBS28	0.00661751091512358
SBS29	0.0127414898693679
SBS30	0
SBS31	0
SBS32	0.00784901942732618
SBS34	0.000980472219208867
SBS35	0
SBS36	0.0304223059654207
SBS37	0
SBS38	0.0869622314112513
SBS39	0.0316142252130309
SBS40	0
SBS41	0
SBS42	0
SBS44	0.00635628705910317
SBS84	0
SBS85	0.0390580254516749
SBS86	0.00734618311942868
SBS87	0
SBS88	0
SBS89	0.124088667858391
SBS90	0
DBS1	0.250048186430371
DBS2	0.150142145669673
DBS3	0
DBS4	0
DBS5	0
DBS6	0.184896501954298
DBS7	0
DBS8	0
DBS9	0.145029078561634
DBS10	0.00660299192838229
DBS11	0.263281095455643
ID1	0.252487518872338
ID2	0.19713679022357
ID3	0
ID4	0.0575012678330815
ID5	0
ID6	0.0215892100715561
ID7	0
ID8	0.0826608015981228
ID9	0.152216150841184
ID10	0.123999428563615
ID11	0
ID12	0.00102635304203789
ID13	0.0202347360087639
ID14	0.0406748391263227
ID18	0.0504729038194069
