x	y	class
0.497829232995658	0.666666666666667	HeadAndNeck_Other
0.502463054187192	0.666666666666667	HeadAndNeck_Other
0.845991561181435	0.866666666666667	HeadAndNeck_Other
1	0.866666666666667	HeadAndNeck_Other
0	0	HeadAndNeck_SalivaryGland
0.0209481808158765	0.00102951269732327	HeadAndNeck_SalivaryGland
0.159509202453988	0.0245098039215686	HeadAndNeck_SalivaryGland
0.238095238095238	0.230769230769231	HeadAndNeck_SalivaryGland
0.311909262759924	0.294117647058824	HeadAndNeck_SalivaryGland
0.547433903576983	0.583333333333333	HeadAndNeck_SalivaryGland
0.671809256661992	0.714285714285714	HeadAndNeck_SalivaryGland
1	0.714285714285714	HeadAndNeck_SalivaryGland
0	0	Kidney_Chromophobe
0.0157894736842105	0	Kidney_Chromophobe
0.0415162454873646	0.00337837837837838	Kidney_Chromophobe
0.0955414012738854	0.0078125	Kidney_Chromophobe
0.131728045325779	0.111111111111111	Kidney_Chromophobe
0.151234567901235	0.285714285714286	Kidney_Chromophobe
0.164677804295943	1	Kidney_Chromophobe
1	1	Kidney_Chromophobe
0	0	Kidney_ClearCell
0.00645161290322581	0.000395882818685669	Kidney_ClearCell
0.0198915009041591	0.00399201596806387	Kidney_ClearCell
0.0569395017793594	0.00552486187845304	Kidney_ClearCell
0.133501259445844	0.0285714285714286	Kidney_ClearCell
0.226100151745068	0.0333333333333333	Kidney_ClearCell
0.275031685678074	0.111111111111111	Kidney_ClearCell
0.376788553259141	0.153846153846154	Kidney_ClearCell
0.526717557251908	0.388888888888889	Kidney_ClearCell
0.533724340175953	0.5	Kidney_ClearCell
0.582366589327146	0.75	Kidney_ClearCell
0.656338028169014	0.777777777777778	Kidney_ClearCell
0.734539969834087	0.793103448275862	Kidney_ClearCell
0.788830715532286	0.954545454545455	Kidney_ClearCell
0.838160136286201	0.970588235294118	Kidney_ClearCell
0.840319361277445	1	Kidney_ClearCell
1	1	Kidney_ClearCell
0	0	Kidney_Papillary
0.00193423597678917	0.000413393964448119	Kidney_Papillary
0.0594900849858357	0.000869565217391304	Kidney_Papillary
0.0951585976627713	0.0526315789473684	Kidney_Papillary
0.142595978062157	0.107142857142857	Kidney_Papillary
0.217910447761194	0.157894736842105	Kidney_Papillary
0.261515601783061	0.428571428571429	Kidney_Papillary
0.494949494949495	0.764705882352941	Kidney_Papillary
0.525054466230937	1	Kidney_Papillary
1	1	Kidney_Papillary
0	0	Liver
0.0119521912350598	0.000657174151150055	Liver
0.0656205420827389	0.00293255131964809	Liver
0.135746606334842	0.00735294117647059	Liver
0.167479674796748	0.0714285714285714	Liver
0.269070735090153	0.09375	Liver
0.322654462242563	0.333333333333333	Liver
0.362989323843416	0.333333333333333	Liver
0.412060301507538	0.5	Liver
0.445676274944568	0.5	Liver
0.550724637681159	0.727272727272727	Liver
0.645480225988701	0.833333333333333	Liver
0.922932330827068	0.986666666666667	Liver
0.923076923076923	1	Liver
1	1	Liver
0	0	Lung_NonSmallCell
0.00234192037470726	0.00167597765363128	Lung_NonSmallCell
0.00594353640416048	0.00202020202020202	Lung_NonSmallCell
0.0310786106032907	0.00424628450106157	Lung_NonSmallCell
0.0484581497797357	0.00668896321070234	Lung_NonSmallCell
0.0541958041958042	0.0153846153846154	Lung_NonSmallCell
0.13125	0.017910447761194	Lung_NonSmallCell
0.15990159901599	0.02	Lung_NonSmallCell
0.178423236514523	0.0454545454545455	Lung_NonSmallCell
0.223985890652557	0.075	Lung_NonSmallCell
0.290964777947933	0.138888888888889	Lung_NonSmallCell
0.296511627906977	0.2	Lung_NonSmallCell
0.407294832826748	0.292682926829268	Lung_NonSmallCell
0.434389140271493	0.363636363636364	Lung_NonSmallCell
0.47489539748954	0.625	Lung_NonSmallCell
0.489406779661017	0.75	Lung_NonSmallCell
0.50990099009901	0.75	Lung_NonSmallCell
0.636904761904762	0.863636363636364	Lung_NonSmallCell
0.67004048582996	0.882352941176471	Lung_NonSmallCell
0.679347826086956	0.909090909090909	Lung_NonSmallCell
0.748417721518987	0.973684210526316	Lung_NonSmallCell
0.815384615384615	0.974358974358974	Lung_NonSmallCell
0.98406374501992	0.989637305699482	Lung_NonSmallCell
0.986363636363636	1	Lung_NonSmallCell
1	1	Lung_NonSmallCell
0	0	Lung_SmallCell
0.0017636684303351	0.000216637781629116	Lung_SmallCell
0.0160427807486631	0.00200601805416249	Lung_SmallCell
0.0557432432432432	0.0106007067137809	Lung_SmallCell
0.117433414043584	0.0117647058823529	Lung_SmallCell
0.140287769784173	0.0434782608695652	Lung_SmallCell
0.180511182108626	0.153846153846154	Lung_SmallCell
0.217333333333333	0.25	Lung_SmallCell
0.329230769230769	0.294117647058824	Lung_SmallCell
0.359773371104816	0.5	Lung_SmallCell
0.446555819477435	0.769230769230769	Lung_SmallCell
0.568760611205433	0.833333333333333	Lung_SmallCell
0.581648522550544	1	Lung_SmallCell
1	1	Lung_SmallCell
0	0	Lymphoid
0.288118811881188	0	Lymphoid
0.386543535620053	0.5	Lymphoid
0.639705882352941	0.967741935483871	Lymphoid
0.806883365200765	0.981132075471698	Lymphoid
0.807560137457045	1	Lymphoid
1	1	Lymphoid
0	0	Mesothelium
0.0620689655172414	0	Mesothelium
0.0816326530612245	0.0263157894736842	Mesothelium
0.0995850622406639	0.0434782608695652	Mesothelium
0.151408450704225	0.0882352941176471	Mesothelium
0.19672131147541	0.2	Mesothelium
0.21878453038674	0.5	Mesothelium
0.222846441947566	1	Mesothelium
1	1	Mesothelium
0	0	Myeloid
0.0046583850931677	0	Myeloid
0.0190895741556534	0.00277777777777778	Myeloid
0.0739827373612824	0.0113636363636364	Myeloid
0.0840108401084011	0.0909090909090909	Myeloid
0.16154873164219	0.12	Myeloid
0.169811320754717	0.5	Myeloid
0.192612137203166	0.666666666666667	Myeloid
0.248302618816683	0.714285714285714	Myeloid
0.272151898734177	1	Myeloid
1	1	Myeloid
0	0	NET_Gastrointestinal
0.0414814814814815	0.000866400970369087	NET_Gastrointestinal
0.0990990990990991	0.0050251256281407	NET_Gastrointestinal
0.165745856353591	0.0465116279069767	NET_Gastrointestinal
0.256276150627615	0.0625	NET_Gastrointestinal
0.369103773584906	0.363636363636364	NET_Gastrointestinal
0.378676470588235	0.666666666666667	NET_Gastrointestinal
0.514782608695652	0.75	NET_Gastrointestinal
0.582661290322581	0.857142857142857	NET_Gastrointestinal
0.609375	0.857142857142857	NET_Gastrointestinal
0.610687022900763	1	NET_Gastrointestinal
1	1	NET_Gastrointestinal
0	0	NET_Lung
0.0515267175572519	0.000167336010709505	NET_Lung
0.0754716981132075	0.0384615384615385	NET_Lung
0.169407894736842	0.0769230769230769	NET_Lung
0.26067615658363	0.5	NET_Lung
0.374291115311909	0.571428571428571	NET_Lung
0.628623188405797	0.692307692307692	NET_Lung
0.638	1	NET_Lung
1	1	NET_Lung
0	0	NET_Pancreas
0.00306748466257669	0.000327118089630357	NET_Pancreas
0.0203252032520325	0.00346878097125867	NET_Pancreas
0.0375586854460094	0.00738916256157635	NET_Pancreas
0.0455974842767296	0.00833333333333333	NET_Pancreas
0.0520504731861199	0.0151515151515152	NET_Pancreas
0.0657342657342657	0.0217391304347826	NET_Pancreas
0.0774410774410774	0.0327868852459016	NET_Pancreas
0.0829959514170041	0.04	NET_Pancreas
0.0911214953271028	0.04	NET_Pancreas
0.149187592319055	0.0694444444444444	NET_Pancreas
0.267114093959732	0.148936170212766	NET_Pancreas
0.278240190249703	0.2	NET_Pancreas
0.324734446130501	0.285714285714286	NET_Pancreas
0.470066518847007	0.785714285714286	NET_Pancreas
0.501340482573727	0.8	NET_Pancreas
0.597269624573379	0.823529411764706	NET_Pancreas
0.603406326034063	1	NET_Pancreas
1	1	NET_Pancreas
0	0	Ovarian
0.00196078431372549	0	Ovarian
0.00664451827242525	0.00364298724954463	Ovarian
0.032	0.00484261501210654	Ovarian
0.0757180156657963	0.00974025974025974	Ovarian
0.147619047619048	0.0127388535031847	Ovarian
0.18739054290718	0.117647058823529	Ovarian
0.238589211618257	0.130434782608696	Ovarian
0.301237964236589	0.25	Ovarian
0.369532428355958	0.357142857142857	Ovarian
0.460807600950119	0.64	Ovarian
0.513975155279503	0.833333333333333	Ovarian
0.683297180043384	0.967741935483871	Ovarian
0.684210526315789	1	Ovarian
1	1	Ovarian
0	0	Pancreas
0.00205338809034908	0.000354233085370174	Pancreas
0.00628140703517588	0.000929368029739777	Pancreas
0.00910746812386157	0.0026525198938992	Pancreas
0.0215827338129496	0.00716332378223496	Pancreas
0.0606860158311346	0.0121703853955375	Pancreas
0.112307692307692	0.0193548387096774	Pancreas
0.13671875	0.0256410256410256	Pancreas
0.154362416107383	0.0454545454545455	Pancreas
0.172199170124481	0.0666666666666667	Pancreas
0.216743119266055	0.137931034482759	Pancreas
0.241003271537623	0.25	Pancreas
0.277358490566038	0.25	Pancreas
0.340036563071298	0.434782608695652	Pancreas
0.396508728179551	0.666666666666667	Pancreas
0.406099518459069	0.666666666666667	Pancreas
0.510752688172043	0.738095238095238	Pancreas
0.526928675400291	0.833333333333333	Pancreas
0.586206896551724	0.84	Pancreas
0.67612293144208	0.846153846153846	Pancreas
0.734059097978227	0.930232558139535	Pancreas
0.784017278617711	0.976190476190476	Pancreas
0.785140562248996	1	Pancreas
1	1	Pancreas
0	0	Prostate
0.192825112107623	0	Prostate
0.358823529411765	0.222222222222222	Prostate
0.372384937238494	0.5	Prostate
0.425038639876352	0.75	Prostate
0.507374631268437	0.777777777777778	Prostate
0.566265060240964	0.8	Prostate
0.844262295081967	0.995098039215686	Prostate
0.844398340248963	1	Prostate
1	1	Prostate
0	0	Sarcoma_GIST
0.0749063670411985	0	Sarcoma_GIST
0.13893653516295	0.04	Sarcoma_GIST
0.182767624020888	0.25	Sarcoma_GIST
0.714776632302406	0.955555555555556	Sarcoma_GIST
0.729674796747967	1	Sarcoma_GIST
1	1	Sarcoma_GIST
0	0	Sarcoma_Leiomyo
0.00161812297734628	0	Sarcoma_Leiomyo
0.00858895705521472	0.000654878847413229	Sarcoma_Leiomyo
0.0514705882352941	0.00113122171945701	Sarcoma_Leiomyo
0.121212121212121	0.0119760479041916	Sarcoma_Leiomyo
0.156215621562156	0.0277777777777778	Sarcoma_Leiomyo
0.205263157894737	0.114285714285714	Sarcoma_Leiomyo
0.21866295264624	0.181818181818182	Sarcoma_Leiomyo
0.227340267459138	0.2	Sarcoma_Leiomyo
0.321112515802781	0.216216216216216	Sarcoma_Leiomyo
0.326254826254826	0.5	Sarcoma_Leiomyo
0.340753424657534	0.5	Sarcoma_Leiomyo
0.392678868552413	0.608695652173913	Sarcoma_Leiomyo
0.451908396946565	0.692307692307692	Sarcoma_Leiomyo
0.701543739279588	0.846153846153846	Sarcoma_Leiomyo
1	0.846153846153846	Sarcoma_Leiomyo
0	0	Sarcoma_Lipo
0.022	0.000168067226890756	Sarcoma_Lipo
0.146153846153846	0.0119047619047619	Sarcoma_Lipo
0.198915009041591	0.333333333333333	Sarcoma_Lipo
0.219076005961252	0.5	Sarcoma_Lipo
0.331707317073171	0.571428571428571	Sarcoma_Lipo
0.630705394190871	0.838709677419355	Sarcoma_Lipo
0.686453576864536	1	Sarcoma_Lipo
1	1	Sarcoma_Lipo
0	0	Sarcoma_Osteo
0.00121654501216545	0.000281056773468241	Sarcoma_Osteo
0.00297619047619048	0.00113636363636364	Sarcoma_Osteo
0.0348837209302326	0.00423429781227946	Sarcoma_Osteo
0.0526315789473684	0.00934579439252336	Sarcoma_Osteo
0.132352941176471	0.0487804878048781	Sarcoma_Osteo
0.163223140495868	0.2	Sarcoma_Osteo
0.225122349102773	0.333333333333333	Sarcoma_Osteo
0.399494310998736	0.7	Sarcoma_Osteo
0.473997028231798	0.875	Sarcoma_Osteo
0.479524438573316	1	Sarcoma_Osteo
1	1	Sarcoma_Osteo
0	0	Sarcoma_Other
0.00883977900552486	0	Sarcoma_Other
0.018450184501845	0.00484652665589661	Sarcoma_Other
0.0231958762886598	0.00588235294117647	Sarcoma_Other
0.0299727520435967	0.00995024875621891	Sarcoma_Other
0.0469314079422383	0.0114942528735632	Sarcoma_Other
0.0608272506082725	0.0158730158730159	Sarcoma_Other
0.0864440078585462	0.0648148148148148	Sarcoma_Other
0.101278269419862	0.08	Sarcoma_Other
0.107594936708861	0.0909090909090909	Sarcoma_Other
0.142284569138277	0.137931034482759	Sarcoma_Other
0.161397670549085	0.263157894736842	Sarcoma_Other
0.221374045801527	0.363636363636364	Sarcoma_Other
0.261976047904192	0.411764705882353	Sarcoma_Other
0.33625730994152	0.481481481481481	Sarcoma_Other
0.337209302325581	0.5	Sarcoma_Other
0.354103343465046	0.5	Sarcoma_Other
0.432432432432432	0.516129032258065	Sarcoma_Other
0.552062868369352	0.592592592592593	Sarcoma_Other
0.640759930915371	0.769230769230769	Sarcoma_Other
0.64440734557596	1	Sarcoma_Other
1	1	Sarcoma_Other
0	0	Skin_Carcinoma
0.00925925925925926	0.000522102332057083	Skin_Carcinoma
0.0529801324503311	0.00392156862745098	Skin_Carcinoma
0.204597701149425	0.0212765957446809	Skin_Carcinoma
0.290598290598291	0.142857142857143	Skin_Carcinoma
0.328205128205128	0.333333333333333	Skin_Carcinoma
0.383606557377049	0.333333333333333	Skin_Carcinoma
0.651828298887122	0.823529411764706	Skin_Carcinoma
1	0.823529411764706	Skin_Carcinoma
0	0	Skin_Melanoma
0.0125223613595707	0	Skin_Melanoma
0.0358974358974359	0.00271739130434783	Skin_Melanoma
0.0780711825487945	0.00847457627118644	Skin_Melanoma
0.173913043478261	0.0465116279069767	Skin_Melanoma
0.318120805369128	0.125	Skin_Melanoma
0.340567612687813	0.2	Skin_Melanoma
0.361413043478261	0.5	Skin_Melanoma
0.395833333333333	0.666666666666667	Skin_Melanoma
0.462287104622871	0.857142857142857	Skin_Melanoma
0.738255033557047	0.979591836734694	Skin_Melanoma
0.745454545454545	1	Skin_Melanoma
1	1	Skin_Melanoma
0	0	Thyroid
0.00168067226890756	0.000252206809583859	Thyroid
0.0026525198938992	0.00165837479270315	Thyroid
0.0111642743221691	0.00419727177334732	Thyroid
0.0255720053835801	0.0131147540983607	Thyroid
0.0556348074179743	0.03125	Thyroid
0.0992805755395683	0.0535714285714286	Thyroid
0.181902985074627	0.0952380952380952	Thyroid
0.329885057471264	0.5	Thyroid
0.355056179775281	0.5	Thyroid
0.586429725363489	0.964285714285714	Thyroid
0.601957585644372	1	Thyroid
1	1	Thyroid
0	0	Urothelial
0.0326923076923077	0.000969932104752667	Urothelial
0.124783362218371	0.0114942528735632	Urothelial
0.155650319829424	0.0232558139534884	Urothelial
0.189728958630528	0.0238095238095238	Urothelial
0.219430485762144	0.105263157894737	Urothelial
0.345744680851064	0.15	Urothelial
0.44578313253012	0.454545454545455	Urothelial
0.549450549450549	0.833333333333333	Urothelial
0.583126550868486	0.928571428571429	Urothelial
0.588235294117647	1	Urothelial
1	1	Urothelial
0	0	Uterus
0.00517241379310345	0	Uterus
0.0265700483091787	0.00118764845605701	Uterus
0.0752212389380531	0.00297619047619048	Uterus
0.163232963549921	0.04	Uterus
0.206713780918728	0.111111111111111	Uterus
0.220211161387632	0.181818181818182	Uterus
0.268354430379747	0.230769230769231	Uterus
0.320457796852647	0.545454545454545	Uterus
0.496732026143791	0.740740740740741	Uterus
0.656307129798903	0.80952380952381	Uterus
0.658444022770398	1	Uterus
1	1	Uterus
